customer_no,customer_id,Recency,Frequency,Monetary,Recency_score,Frequency_score,Monetary_score,RFM_SCORE,Segment,Is_Loyal
1659,2664,389,2,142.06,1,2,4,124,hibernating,Not Loyal
1660,2665,373,1,41.96,1,1,2,112,hibernating,Not Loyal
1661,2666,273,1,130.25,2,1,4,214,hibernating,Not Loyal
1662,2667,208,1,42.31,3,1,2,312,about_to_sleep,Not Loyal
1663,2668,249,2,96.25,3,2,3,323,about_to_sleep,Not Loyal
1664,2669,52,1,28.39,5,1,1,511,new_customers,Not Loyal
1665,2670,16,1,136.9,5,1,4,514,new_customers,Not Loyal
1666,2671,441,1,28.88,1,1,1,111,hibernating,Not Loyal
1667,2672,328,1,72.39,2,1,3,213,hibernating,Not Loyal
1668,2673,325,1,22.42,2,1,1,211,hibernating,Not Loyal
1669,2674,111,1,34.49,4,1,2,412,promising,Not Loyal
1670,2675,87,1,12.99,5,1,1,511,new_customers,Not Loyal
1671,M10005,205,2,147.39,3,2,4,324,about_to_sleep,Not Loyal
1672,M10007,5,7,89.78,5,5,3,553,champions,Loyal
1673,M10009,34,3,134.23,5,3,4,534,potential_loyalists,Loyal
1674,M10011,2,1,46.25,5,1,2,512,new_customers,Not Loyal
1675,M10012,0,1,39.2,5,1,2,512,new_customers,Not Loyal
1676,M10013,0,1,41.53,5,1,2,512,new_customers,Not Loyal
1677,M10014,0,1,38.77,5,1,2,512,new_customers,Not Loyal
1678,M10015,0,1,40.34,5,1,2,512,new_customers,Not Loyal
1679,M10016,1,1,38.33,5,1,2,512,new_customers,Not Loyal
1680,M10017,1,1,67.72,5,1,3,513,new_customers,Not Loyal
1681,M10018,1,1,53.21,5,1,2,512,new_customers,Not Loyal
1682,M10019,1,1,26.94,5,1,1,511,new_customers,Not Loyal
1683,M10020,2,1,57.93,5,1,2,512,new_customers,Not Loyal
1684,M10021,2,1,49.95,5,1,2,512,new_customers,Not Loyal
1685,M10022,2,1,61.53,5,1,3,513,new_customers,Not Loyal
1686,M10023,2,2,101.58,5,2,4,524,potential_loyalists,Loyal
1687,M10024,2,1,38.81,5,1,2,512,new_customers,Not Loyal
1688,M10025,2,1,47.74,5,1,2,512,new_customers,Not Loyal
1689,M10026,2,1,97.34,5,1,3,513,new_customers,Not Loyal
1690,M10027,3,1,103.03,5,1,4,514,new_customers,Not Loyal
1691,M10028,3,2,232.91,5,2,5,525,potential_loyalists,Loyal
1692,M10029,3,1,62.09,5,1,3,513,new_customers,Not Loyal
1693,M10030,3,2,81.68,5,2,3,523,potential_loyalists,Loyal
1694,M10031,3,1,47.61,5,1,2,512,new_customers,Not Loyal
1695,M10032,3,1,52.71,5,1,2,512,new_customers,Not Loyal
1696,M10033,3,1,50.46,5,1,2,512,new_customers,Not Loyal
1697,M10034,3,1,48.24,5,1,2,512,new_customers,Not Loyal
1698,M10035,3,1,67.89,5,1,3,513,new_customers,Not Loyal
1699,M10036,3,1,40.49,5,1,2,512,new_customers,Not Loyal
1700,M10037,4,1,59.3,5,1,2,512,new_customers,Not Loyal
1701,M10038,4,1,44.46,5,1,2,512,new_customers,Not Loyal
1702,M10039,4,1,60.64,5,1,3,513,new_customers,Not Loyal
1703,M10040,4,1,68.67,5,1,3,513,new_customers,Not Loyal
1704,M10041,4,2,117.31,5,2,4,524,potential_loyalists,Loyal
1705,M10042,4,3,228.91,5,3,5,535,potential_loyalists,Loyal
1706,M10043,5,1,20.93,5,1,1,511,new_customers,Not Loyal
1707,M10044,5,1,62.1,5,1,3,513,new_customers,Not Loyal
1708,M10045,5,1,108.69,5,1,4,514,new_customers,Not Loyal
1709,M10046,5,1,52.27,5,1,2,512,new_customers,Not Loyal
1710,M10047,5,1,41.53,5,1,2,512,new_customers,Not Loyal
1711,M10048,5,1,59.39,5,1,2,512,new_customers,Not Loyal
1712,M10049,5,1,40.6,5,1,2,512,new_customers,Not Loyal
1713,M10050,6,1,39.15,5,1,2,512,new_customers,Not Loyal
1714,M10051,6,4,189.83,5,4,5,545,champions,Loyal
1715,M10052,6,1,13.3,5,1,1,511,new_customers,Not Loyal
1716,M10053,6,1,100.4,5,1,4,514,new_customers,Not Loyal
1717,M10054,6,1,40.16,5,1,2,512,new_customers,Not Loyal
1718,M10055,6,1,37.83,5,1,2,512,new_customers,Not Loyal
1719,M10056,6,1,42.11,5,1,2,512,new_customers,Not Loyal
1720,M10057,7,2,79.36,5,2,3,523,potential_loyalists,Loyal
1721,M10058,7,2,77.84,5,2,3,523,potential_loyalists,Loyal
1722,M10059,7,2,82.18,5,2,3,523,potential_loyalists,Loyal
1723,M10060,7,1,44.37,5,1,2,512,new_customers,Not Loyal
1724,M10061,7,1,41.07,5,1,2,512,new_customers,Not Loyal
1725,M10062,7,5,242.38,5,5,5,555,champions,Loyal
1726,M10063,7,1,82.35,5,1,3,513,new_customers,Not Loyal
1727,M10064,8,3,134.82,5,3,4,534,potential_loyalists,Loyal
1728,M10065,8,2,83.38,5,2,3,523,potential_loyalists,Loyal
1729,M10066,8,1,58.84,5,1,2,512,new_customers,Not Loyal
1730,M10067,9,1,146.78,5,1,4,514,new_customers,Not Loyal
1731,M10068,9,1,31.59,5,1,2,512,new_customers,Not Loyal
1732,M10069,9,1,42.05,5,1,2,512,new_customers,Not Loyal
1733,M10070,9,1,64.43,5,1,3,513,new_customers,Not Loyal
1734,M10071,9,1,35.27,5,1,2,512,new_customers,Not Loyal
1735,M10072,9,2,84.82,5,2,3,523,potential_loyalists,Loyal
1736,M10073,9,1,37.81,5,1,2,512,new_customers,Not Loyal
1737,M10074,10,2,52.37,5,2,2,522,potential_loyalists,Loyal
1738,M10075,10,2,125.27,5,2,4,524,potential_loyalists,Loyal
1739,M10076,10,1,64.72,5,1,3,513,new_customers,Not Loyal
1740,M10077,10,1,62.37,5,1,3,513,new_customers,Not Loyal
1741,M10078,10,1,71.33,5,1,3,513,new_customers,Not Loyal
1742,M10079,10,1,37.74,5,1,2,512,new_customers,Not Loyal
1743,M10080,11,1,26.37,5,1,1,511,new_customers,Not Loyal
1744,M10081,11,1,38.89,5,1,2,512,new_customers,Not Loyal
1745,M10082,12,1,61.1,5,1,3,513,new_customers,Not Loyal
1746,M10083,12,1,264.56,5,1,5,515,new_customers,Not Loyal
1747,M10084,12,2,67.77,5,2,3,523,potential_loyalists,Loyal
1748,M10085,12,1,44.8,5,1,2,512,new_customers,Not Loyal
1749,M10086,13,1,69.07,5,1,3,513,new_customers,Not Loyal
1750,M10087,13,1,42.98,5,1,2,512,new_customers,Not Loyal
1751,M10088,13,1,39.97,5,1,2,512,new_customers,Not Loyal
1752,M10089,14,2,115.39,5,2,4,524,potential_loyalists,Loyal
1753,M10090,14,1,23.48,5,1,1,511,new_customers,Not Loyal
1754,M10091,14,1,57.94,5,1,2,512,new_customers,Not Loyal
1755,M10092,14,2,244.92,5,2,5,525,potential_loyalists,Loyal
1756,M10093,15,1,50.28,5,1,2,512,new_customers,Not Loyal
1757,M10094,15,2,112.86,5,2,4,524,potential_loyalists,Loyal
1758,M10095,15,2,81.67,5,2,3,523,potential_loyalists,Loyal
1759,M10096,15,1,88.76,5,1,3,513,new_customers,Not Loyal
1760,M10097,15,1,21.2,5,1,1,511,new_customers,Not Loyal
1761,M10098,15,2,39.67,5,2,2,522,potential_loyalists,Loyal
1762,M10099,15,1,25.36,5,1,1,511,new_customers,Not Loyal
1763,M10100,15,2,67.64,5,2,3,523,potential_loyalists,Loyal
1764,M10101,15,1,120.57,5,1,4,514,new_customers,Not Loyal
1765,M10102,15,1,43.96,5,1,2,512,new_customers,Not Loyal
1766,M10103,16,1,81.97,5,1,3,513,new_customers,Not Loyal
1767,M10104,16,1,24.8,5,1,1,511,new_customers,Not Loyal
1768,M10105,16,1,41.6,5,1,2,512,new_customers,Not Loyal
1769,M10106,16,1,42,5,1,2,512,new_customers,Not Loyal
1770,M10107,16,1,73.1,5,1,3,513,new_customers,Not Loyal
1771,M10108,16,1,50.45,5,1,2,512,new_customers,Not Loyal
1772,M10109,16,2,48.01,5,2,2,522,potential_loyalists,Loyal
1773,M10110,16,2,184.88,5,2,5,525,potential_loyalists,Loyal
1774,M10111,17,12,658.21,5,5,5,555,champions,Loyal
1775,M10112,17,1,44.53,5,1,2,512,new_customers,Not Loyal
1776,M10113,17,1,37.96,5,1,2,512,new_customers,Not Loyal
1777,M10114,17,1,25.74,5,1,1,511,new_customers,Not Loyal
1778,M10115,18,1,54.66,5,1,2,512,new_customers,Not Loyal
1779,M10116,18,1,89.42,5,1,3,513,new_customers,Not Loyal
1780,M10117,18,1,69.5,5,1,3,513,new_customers,Not Loyal
1781,M10118,18,2,47.49,5,2,2,522,potential_loyalists,Loyal
1782,M10119,18,3,127.57,5,3,4,534,potential_loyalists,Loyal
1783,M10120,18,2,116.3,5,2,4,524,potential_loyalists,Loyal
1784,M10121,18,1,40.96,5,1,2,512,new_customers,Not Loyal
1785,M10122,18,1,68.1,5,1,3,513,new_customers,Not Loyal
1786,M10123,19,1,68.07,5,1,3,513,new_customers,Not Loyal
1787,M10124,19,1,63.68,5,1,3,513,new_customers,Not Loyal
1788,M10125,19,1,38.54,5,1,2,512,new_customers,Not Loyal
1789,M10126,19,1,26.96,5,1,1,511,new_customers,Not Loyal
1790,M10127,19,1,44.72,5,1,2,512,new_customers,Not Loyal
1791,M10128,20,1,41.95,5,1,2,512,new_customers,Not Loyal
1792,M10129,20,1,45.75,5,1,2,512,new_customers,Not Loyal
1793,M10130,20,1,63.16,5,1,3,513,new_customers,Not Loyal
1794,M10131,20,1,38.27,5,1,2,512,new_customers,Not Loyal
1795,M10132,20,1,39.91,5,1,2,512,new_customers,Not Loyal
1796,M10133,20,1,64.21,5,1,3,513,new_customers,Not Loyal
1797,M10134,20,2,101.81,5,2,4,524,potential_loyalists,Loyal
1798,M10135,20,2,38.28,5,2,2,522,potential_loyalists,Loyal
1799,M10136,21,3,228.03,5,3,5,535,potential_loyalists,Loyal
1800,M10137,21,2,206.02,5,2,5,525,potential_loyalists,Loyal
1801,M10138,21,1,38.22,5,1,2,512,new_customers,Not Loyal
1802,M10139,21,2,117.9,5,2,4,524,potential_loyalists,Loyal
1803,M10140,21,1,73.51,5,1,3,513,new_customers,Not Loyal
1804,M10141,21,4,232.52,5,4,5,545,champions,Loyal
1805,M10142,21,3,134.46,5,3,4,534,potential_loyalists,Loyal
1806,M10143,21,1,81.33,5,1,3,513,new_customers,Not Loyal
1807,M10144,21,1,41.58,5,1,2,512,new_customers,Not Loyal
1808,M10145,21,1,73.27,5,1,3,513,new_customers,Not Loyal
1809,M10146,21,2,50.46,5,2,2,522,potential_loyalists,Loyal
1810,M10147,22,1,80.71,5,1,3,513,new_customers,Not Loyal
1811,M10148,22,1,66.8,5,1,3,513,new_customers,Not Loyal
1812,M10149,22,1,83.67,5,1,3,513,new_customers,Not Loyal
1813,M10150,22,1,78.18,5,1,3,513,new_customers,Not Loyal
1814,M10151,22,2,110.26,5,2,4,524,potential_loyalists,Loyal
1815,M10152,22,1,50.09,5,1,2,512,new_customers,Not Loyal
1816,M10153,22,2,99.63,5,2,3,523,potential_loyalists,Loyal
1817,M10154,22,1,116.66,5,1,4,514,new_customers,Not Loyal
1818,M10155,22,1,28.23,5,1,1,511,new_customers,Not Loyal
1819,M10156,22,1,49.1,5,1,2,512,new_customers,Not Loyal
1820,M10157,22,1,40.61,5,1,2,512,new_customers,Not Loyal
1821,M10158,22,1,30.53,5,1,2,512,new_customers,Not Loyal
1822,M10159,22,1,41.47,5,1,2,512,new_customers,Not Loyal
1823,M10160,22,2,89.14,5,2,3,523,potential_loyalists,Loyal
1824,M10161,23,1,55.06,5,1,2,512,new_customers,Not Loyal
1825,M10162,23,1,19.5,5,1,1,511,new_customers,Not Loyal
1826,M10163,23,1,30.95,5,1,2,512,new_customers,Not Loyal
1827,M10164,23,1,143.85,5,1,4,514,new_customers,Not Loyal
1828,M10165,23,1,27.31,5,1,1,511,new_customers,Not Loyal
1829,M10166,23,1,26.37,5,1,1,511,new_customers,Not Loyal
1830,M10167,23,1,40.65,5,1,2,512,new_customers,Not Loyal
1831,M10168,23,1,27,5,1,1,511,new_customers,Not Loyal
1832,M10169,23,3,137.36,5,3,4,534,potential_loyalists,Loyal
1833,M10170,23,1,57.71,5,1,2,512,new_customers,Not Loyal
1834,M10171,23,1,17.05,5,1,1,511,new_customers,Not Loyal
1835,M10172,23,1,41.26,5,1,2,512,new_customers,Not Loyal
1836,M10173,23,1,36.82,5,1,2,512,new_customers,Not Loyal
1837,M10174,23,1,39.17,5,1,2,512,new_customers,Not Loyal
1838,M10175,23,2,67.11,5,2,3,523,potential_loyalists,Loyal
1839,M10176,23,1,66.33,5,1,3,513,new_customers,Not Loyal
1840,M10177,23,1,20.68,5,1,1,511,new_customers,Not Loyal
1841,M10178,24,1,37.39,5,1,2,512,new_customers,Not Loyal
1842,M10179,24,1,39.24,5,1,2,512,new_customers,Not Loyal
1843,M10180,24,1,32.44,5,1,2,512,new_customers,Not Loyal
1844,M10181,24,1,80.35,5,1,3,513,new_customers,Not Loyal
1845,M10182,24,2,89.22,5,2,3,523,potential_loyalists,Loyal
1846,M10183,24,1,97.54,5,1,3,513,new_customers,Not Loyal
1847,M10184,24,1,81.96,5,1,3,513,new_customers,Not Loyal
1848,M10185,24,2,63.84,5,2,3,523,potential_loyalists,Loyal
1849,M10186,24,1,39.21,5,1,2,512,new_customers,Not Loyal
1850,M10187,24,1,39.69,5,1,2,512,new_customers,Not Loyal
1851,M10188,24,2,130.81,5,2,4,524,potential_loyalists,Loyal
1852,M10189,24,3,120.98,5,3,4,534,potential_loyalists,Loyal
1853,M10190,24,1,79.47,5,1,3,513,new_customers,Not Loyal
1854,M10191,24,1,28.51,5,1,1,511,new_customers,Not Loyal
1855,M10192,24,1,61.66,5,1,3,513,new_customers,Not Loyal
1856,M10193,25,3,226.1,5,3,5,535,potential_loyalists,Loyal
1857,M10194,25,1,66.32,5,1,3,513,new_customers,Not Loyal
1858,M10195,25,1,219.35,5,1,5,515,new_customers,Not Loyal
1859,M10196,25,2,57.32,5,2,2,522,potential_loyalists,Loyal
1860,M10197,25,2,87.77,5,2,3,523,potential_loyalists,Loyal
1861,M10198,25,1,42.06,5,1,2,512,new_customers,Not Loyal
1862,M10199,25,1,95.28,5,1,3,513,new_customers,Not Loyal
1863,M10200,25,1,121.65,5,1,4,514,new_customers,Not Loyal
1864,M10201,25,1,23.46,5,1,1,511,new_customers,Not Loyal
1865,M10202,25,1,47.92,5,1,2,512,new_customers,Not Loyal
1866,M10203,25,1,45.7,5,1,2,512,new_customers,Not Loyal
1867,M10204,25,1,58.23,5,1,2,512,new_customers,Not Loyal
1868,M10205,25,1,38.23,5,1,2,512,new_customers,Not Loyal
1869,M10206,26,1,68.25,5,1,3,513,new_customers,Not Loyal
1870,M10207,26,1,17.89,5,1,1,511,new_customers,Not Loyal
1871,M10208,26,1,42.03,5,1,2,512,new_customers,Not Loyal
1872,M10209,26,1,60.95,5,1,3,513,new_customers,Not Loyal
1873,M10210,26,1,80.56,5,1,3,513,new_customers,Not Loyal
1874,M10211,26,1,48.21,5,1,2,512,new_customers,Not Loyal
1875,M10212,26,1,45.64,5,1,2,512,new_customers,Not Loyal
1876,M10213,27,1,42.71,5,1,2,512,new_customers,Not Loyal
1877,M10214,27,1,44.08,5,1,2,512,new_customers,Not Loyal
1878,M10215,27,1,46.12,5,1,2,512,new_customers,Not Loyal
1879,M10216,27,1,38.78,5,1,2,512,new_customers,Not Loyal
1880,M10217,27,1,41.6,5,1,2,512,new_customers,Not Loyal
1881,M10218,27,1,43.32,5,1,2,512,new_customers,Not Loyal
1882,M10219,27,1,30.56,5,1,2,512,new_customers,Not Loyal
1883,M10220,27,1,39.69,5,1,2,512,new_customers,Not Loyal
1884,M10221,27,1,42.87,5,1,2,512,new_customers,Not Loyal
1885,M10222,27,1,39.14,5,1,2,512,new_customers,Not Loyal
1886,M10223,27,1,40.27,5,1,2,512,new_customers,Not Loyal
1887,M10224,28,1,41.72,5,1,2,512,new_customers,Not Loyal
1888,M10225,28,1,25.45,5,1,1,511,new_customers,Not Loyal
1889,M10226,28,1,21.7,5,1,1,511,new_customers,Not Loyal
1890,M10227,28,1,39.8,5,1,2,512,new_customers,Not Loyal
1891,M10228,28,1,15.81,5,1,1,511,new_customers,Not Loyal
1892,M10229,28,1,24.92,5,1,1,511,new_customers,Not Loyal
1893,M10230,28,1,41.56,5,1,2,512,new_customers,Not Loyal
1894,M10231,28,1,47.15,5,1,2,512,new_customers,Not Loyal
1895,M10232,28,1,51.77,5,1,2,512,new_customers,Not Loyal
1896,M10233,28,1,80.08,5,1,3,513,new_customers,Not Loyal
1897,M10234,28,1,38.61,5,1,2,512,new_customers,Not Loyal
1898,M10235,28,1,44.88,5,1,2,512,new_customers,Not Loyal
1899,M10236,28,1,45.92,5,1,2,512,new_customers,Not Loyal
1900,M10237,28,1,126.07,5,1,4,514,new_customers,Not Loyal
1901,M10238,28,1,65.58,5,1,3,513,new_customers,Not Loyal
1902,M10239,28,1,45.22,5,1,2,512,new_customers,Not Loyal
1903,M10240,28,1,23.08,5,1,1,511,new_customers,Not Loyal
1904,M10241,28,1,7.69,5,1,1,511,new_customers,Not Loyal
1905,M10242,29,1,74.24,5,1,3,513,new_customers,Not Loyal
1906,M10243,29,2,49.38,5,2,2,522,potential_loyalists,Loyal
1907,M10244,29,1,55.14,5,1,2,512,new_customers,Not Loyal
1908,M10245,29,1,42.4,5,1,2,512,new_customers,Not Loyal
1909,M10246,29,2,193.28,5,2,5,525,potential_loyalists,Loyal
1910,M10247,29,2,203.64,5,2,5,525,potential_loyalists,Loyal
1911,M10248,29,1,25.47,5,1,1,511,new_customers,Not Loyal
1912,M10249,30,1,41.19,5,1,2,512,new_customers,Not Loyal
1913,M10250,30,1,79.88,5,1,3,513,new_customers,Not Loyal
1914,M10251,30,1,18.77,5,1,1,511,new_customers,Not Loyal
1915,M10252,30,1,33.88,5,1,2,512,new_customers,Not Loyal
1916,M10253,30,1,45.75,5,1,2,512,new_customers,Not Loyal
1917,M10254,30,1,34.44,5,1,2,512,new_customers,Not Loyal
1918,M10255,30,2,58.38,5,2,2,522,potential_loyalists,Loyal
1919,M10256,30,1,41.5,5,1,2,512,new_customers,Not Loyal
1920,M10257,30,1,120.16,5,1,4,514,new_customers,Not Loyal
1921,M10258,30,1,70.84,5,1,3,513,new_customers,Not Loyal
1922,M10259,30,1,51.24,5,1,2,512,new_customers,Not Loyal
1923,M10260,30,1,60.97,5,1,3,513,new_customers,Not Loyal
1924,M10261,31,1,42.44,5,1,2,512,new_customers,Not Loyal
1925,M10262,31,1,55.55,5,1,2,512,new_customers,Not Loyal
1926,M10263,31,1,49.42,5,1,2,512,new_customers,Not Loyal
1927,M10264,31,1,65.27,5,1,3,513,new_customers,Not Loyal
1928,M10265,31,1,40.73,5,1,2,512,new_customers,Not Loyal
1929,M10266,31,1,19.37,5,1,1,511,new_customers,Not Loyal
1930,M10267,31,2,146.38,5,2,4,524,potential_loyalists,Loyal
1931,M10268,32,1,41.6,5,1,2,512,new_customers,Not Loyal
1932,M10269,32,1,27.16,5,1,1,511,new_customers,Not Loyal
1933,M10270,32,1,41.09,5,1,2,512,new_customers,Not Loyal
1934,M10271,32,1,40.15,5,1,2,512,new_customers,Not Loyal
1935,M10272,32,2,92.33,5,2,3,523,potential_loyalists,Loyal
1936,M10273,32,4,157.47,5,4,5,545,champions,Loyal
1937,M10274,32,1,28.87,5,1,1,511,new_customers,Not Loyal
1938,M10275,32,1,23.4,5,1,1,511,new_customers,Not Loyal
1939,M10276,32,1,47.81,5,1,2,512,new_customers,Not Loyal
1940,M10277,33,1,44.82,5,1,2,512,new_customers,Not Loyal
1941,M10278,33,1,42.45,5,1,2,512,new_customers,Not Loyal
1942,M10279,33,1,52.24,5,1,2,512,new_customers,Not Loyal
1943,M10280,33,1,46.69,5,1,2,512,new_customers,Not Loyal
1944,M10281,33,1,21.23,5,1,1,511,new_customers,Not Loyal
1945,M10282,33,1,81.1,5,1,3,513,new_customers,Not Loyal
1946,M10283,33,2,159.39,5,2,5,525,potential_loyalists,Loyal
1947,M10284,33,1,42.48,5,1,2,512,new_customers,Not Loyal
1948,M10285,33,1,36.67,5,1,2,512,new_customers,Not Loyal
1949,M10286,33,1,49.99,5,1,2,512,new_customers,Not Loyal
1950,M10287,33,1,39.09,5,1,2,512,new_customers,Not Loyal
1951,M10288,34,2,124.03,5,2,4,524,potential_loyalists,Loyal
1952,M10289,34,1,44.85,5,1,2,512,new_customers,Not Loyal
1953,M10290,34,1,60.78,5,1,3,513,new_customers,Not Loyal
1954,M10291,34,1,12.04,5,1,1,511,new_customers,Not Loyal
1955,M10292,34,1,37.72,5,1,2,512,new_customers,Not Loyal
1956,M10293,34,1,43.39,5,1,2,512,new_customers,Not Loyal
1957,M10294,34,3,95.07,5,3,3,533,potential_loyalists,Loyal
1958,M10295,34,1,43.62,5,1,2,512,new_customers,Not Loyal
1959,M10296,34,1,63.35,5,1,3,513,new_customers,Not Loyal
1960,M10297,34,1,68.83,5,1,3,513,new_customers,Not Loyal
1961,M10298,35,1,28.24,5,1,1,511,new_customers,Not Loyal
1962,M10299,35,2,104.9,5,2,4,524,potential_loyalists,Loyal
1963,M10300,35,1,33.38,5,1,2,512,new_customers,Not Loyal
1964,M10301,35,1,60.95,5,1,3,513,new_customers,Not Loyal
1965,M10302,35,1,23.4,5,1,1,511,new_customers,Not Loyal
1966,M10303,35,2,117.29,5,2,4,524,potential_loyalists,Loyal
1967,M10304,35,1,54.06,5,1,2,512,new_customers,Not Loyal
1968,M10305,36,2,64.99,5,2,3,523,potential_loyalists,Loyal
1969,M10306,36,1,38.86,5,1,2,512,new_customers,Not Loyal
1970,M10307,36,1,37.6,5,1,2,512,new_customers,Not Loyal
1971,M10308,36,1,40.53,5,1,2,512,new_customers,Not Loyal
1972,M10309,36,1,77.62,5,1,3,513,new_customers,Not Loyal
1973,M10310,36,3,2596.32,5,3,5,535,potential_loyalists,Loyal
1974,M10311,36,1,84.18,5,1,3,513,new_customers,Not Loyal
1975,M10312,36,1,40.62,5,1,2,512,new_customers,Not Loyal
1976,M10313,36,1,18.35,5,1,1,511,new_customers,Not Loyal
1977,M10314,36,1,38.09,5,1,2,512,new_customers,Not Loyal
1978,M10315,36,2,165.92,5,2,5,525,potential_loyalists,Loyal
1979,M10316,36,1,39.67,5,1,2,512,new_customers,Not Loyal
1980,M10317,37,2,79.84,5,2,3,523,potential_loyalists,Loyal
1981,M10318,37,1,38.26,5,1,2,512,new_customers,Not Loyal
1982,M10319,37,1,35.61,5,1,2,512,new_customers,Not Loyal
1983,M10320,37,1,22.55,5,1,1,511,new_customers,Not Loyal
1984,M10321,37,1,40.15,5,1,2,512,new_customers,Not Loyal
1985,M10322,37,1,47.65,5,1,2,512,new_customers,Not Loyal
1986,M10323,37,1,41.02,5,1,2,512,new_customers,Not Loyal
1987,M10324,37,1,48.5,5,1,2,512,new_customers,Not Loyal
1988,M10325,37,2,64.83,5,2,3,523,potential_loyalists,Loyal
1989,M10326,37,1,63.04,5,1,3,513,new_customers,Not Loyal
1990,M10327,38,1,55.27,5,1,2,512,new_customers,Not Loyal
1991,M10328,38,1,38.75,5,1,2,512,new_customers,Not Loyal
1992,M10329,38,1,51.23,5,1,2,512,new_customers,Not Loyal
1993,M10330,38,1,39.84,5,1,2,512,new_customers,Not Loyal
1994,M10331,38,1,42.35,5,1,2,512,new_customers,Not Loyal
1995,M10332,38,2,121.85,5,2,4,524,potential_loyalists,Loyal
1996,M10333,39,1,49.8,5,1,2,512,new_customers,Not Loyal
1997,M10334,39,1,30.1,5,1,2,512,new_customers,Not Loyal
1998,M10335,39,1,40.42,5,1,2,512,new_customers,Not Loyal
1999,M10336,39,1,9.1,5,1,1,511,new_customers,Not Loyal
2000,M10337,39,1,39.6,5,1,2,512,new_customers,Not Loyal
2001,M10338,39,1,40.15,5,1,2,512,new_customers,Not Loyal
2002,M10339,39,1,42.43,5,1,2,512,new_customers,Not Loyal
2003,M10340,39,1,14.97,5,1,1,511,new_customers,Not Loyal
2004,M10341,39,3,207.62,5,3,5,535,potential_loyalists,Loyal
2005,M10342,40,1,88.8,5,1,3,513,new_customers,Not Loyal
2006,M10343,40,1,47.97,5,1,2,512,new_customers,Not Loyal
2007,M10344,40,2,155.7,5,2,5,525,potential_loyalists,Loyal
2008,M10345,40,3,238.51,5,3,5,535,potential_loyalists,Loyal
2009,M10346,40,1,41.18,5,1,2,512,new_customers,Not Loyal
2010,M10347,40,1,39.67,5,1,2,512,new_customers,Not Loyal
2011,M10348,40,1,9.1,5,1,1,511,new_customers,Not Loyal
2012,M10349,40,4,272.63,5,4,5,545,champions,Loyal
2013,M10350,40,1,41.84,5,1,2,512,new_customers,Not Loyal
2014,M10351,40,2,152.67,5,2,5,525,potential_loyalists,Loyal
2015,M10352,40,2,122.38,5,2,4,524,potential_loyalists,Loyal
2016,M10353,41,1,47.91,5,1,2,512,new_customers,Not Loyal
2017,M10354,41,1,28.58,5,1,1,511,new_customers,Not Loyal
2018,M10355,41,1,13.3,5,1,1,511,new_customers,Not Loyal
2019,M10356,41,1,38.95,5,1,2,512,new_customers,Not Loyal
2020,M10357,41,1,4.9,5,1,1,511,new_customers,Not Loyal
2021,M10358,41,2,85.19,5,2,3,523,potential_loyalists,Loyal
2022,M10359,41,1,42.01,5,1,2,512,new_customers,Not Loyal
2023,M10360,41,3,313.73,5,3,5,535,potential_loyalists,Loyal
2024,M10361,41,1,47.75,5,1,2,512,new_customers,Not Loyal
2025,M10362,41,1,47.14,5,1,2,512,new_customers,Not Loyal
2026,M10363,41,1,59.71,5,1,2,512,new_customers,Not Loyal
2027,M10364,41,1,40.89,5,1,2,512,new_customers,Not Loyal
2028,M10365,41,1,74.13,5,1,3,513,new_customers,Not Loyal
2029,M10366,41,1,66.32,5,1,3,513,new_customers,Not Loyal
2030,M10367,41,1,72.22,5,1,3,513,new_customers,Not Loyal
2031,M10368,41,1,23.4,5,1,1,511,new_customers,Not Loyal
2032,M10369,42,1,80.84,5,1,3,513,new_customers,Not Loyal
2033,M10370,42,1,42.01,5,1,2,512,new_customers,Not Loyal
2034,M10371,42,1,39.83,5,1,2,512,new_customers,Not Loyal
2035,M10372,42,1,13.3,5,1,1,511,new_customers,Not Loyal
2036,M10373,42,1,51.19,5,1,2,512,new_customers,Not Loyal
2037,M10374,42,2,122.16,5,2,4,524,potential_loyalists,Loyal
2038,M10375,42,1,52.97,5,1,2,512,new_customers,Not Loyal
2039,M10376,42,1,49.38,5,1,2,512,new_customers,Not Loyal
2040,M10377,42,1,41.1,5,1,2,512,new_customers,Not Loyal
2041,M10378,42,1,23.11,5,1,1,511,new_customers,Not Loyal
2042,M10379,42,1,39.51,5,1,2,512,new_customers,Not Loyal
2043,M10380,42,2,82,5,2,3,523,potential_loyalists,Loyal
2044,M10381,42,1,155.82,5,1,5,515,new_customers,Not Loyal
2045,M10382,42,1,128.84,5,1,4,514,new_customers,Not Loyal
2046,M10383,42,1,54.14,5,1,2,512,new_customers,Not Loyal
2047,M10384,42,1,45.38,5,1,2,512,new_customers,Not Loyal
2048,M10385,42,1,67.87,5,1,3,513,new_customers,Not Loyal
2049,M10386,42,1,46.21,5,1,2,512,new_customers,Not Loyal
2050,M10387,42,1,40.15,5,1,2,512,new_customers,Not Loyal
2051,M10388,42,1,41.14,5,1,2,512,new_customers,Not Loyal
2052,M10389,42,1,50.44,5,1,2,512,new_customers,Not Loyal
2053,M10390,42,1,82.28,5,1,3,513,new_customers,Not Loyal
2054,M10391,42,2,87.74,5,2,3,523,potential_loyalists,Loyal
2055,M10392,42,1,52.87,5,1,2,512,new_customers,Not Loyal
